#;RAJ;DECJ;P0;P1;NAME;PSRJ;PSR;BINARY;PB;
 ;(hms);(dms);(s); ; ; ;TYPE;(type);(days);
2273;19:22:50.2;+11:31:58.5;0.562074;2.57e-17;J1922+1131;J1922+1131;*;*;*;
2274;19:22:53.2;+17:33:23.4;0.236171;1.34e-14;J1922+1733;J1922+1733;*;*;*;
2275;19:22:08.0;+20:17:57.3;1.172763;6.49e-16;B1920+20;J1922+2018;*;*;*;
2276;19:22:53.5;+21:10:41.9;1.077924;8.18e-15;B1920+21;J1922+2110;*;*;*;
2277;19:22;+58:28;0.529623;*;J1922+58;J1922+58;*;*;*;
2278;19:23:07.8;+17:06:09.4;0.547209;4.30e-17;B1921+17;J1923+1706;*;*;*;
2279;19:23:22.4;+25:15:40.5;0.003788;9.56e-21;J1923+2515;J1923+2515;*;*;*;
2280;19:24;+16:28;0.375090;*;J1924+1628;J1924+1628;*;*;*;
2281;19:24:54.8;+16:31:48.8;2.935186;3.64e-13;J1924+1631;J1924+1631;*;*;*;
2282;19:24:03.1;+16:39:40.7;0.158043;2.56e-15;J1924+1639;J1924+1639;*;*;*;
2283;19:24;+17:00;0.758430;*;J1924+17;J1924+17;*;*;*;
2284;19:24:40;+20:40:03;0.237790;2.09e-15;B1922+20;J1924+2040;*;*;*;
2285;19:25:06;-16:01:00;3.885800;*;J1925-16;J1925-16;RRAT;*;*;
2286;19:25:27.0;+17:20:27.3;0.075659;1.05e-14;J1925+1720;J1925+1720;*;*;*;
2287;19:25:26;+19:04;1.916353;*;J1925+19;J1925+19;*;*;*;
2288;19:26:24.4;+04:31:31.6;1.074078;2.46e-15;B1923+04;J1926+0431;*;*;*;
2289;19:26:33.7;+07:37:07.2;0.318062;3.75e-16;J1926+0737;J1926+0737;*;*;*;
2290;19:26:53.8;-13:14:03.8;4.864284;3.64e-14;J1926-1314;J1926-1314;*;*;*;
2291;19:26:57.2;+14:34:55.3;1.324922;2.19e-16;B1924+14;J1926+1434;*;*;*;
2292;19:26;+16:13;0.308300;*;J1926+1613;J1926+1613;*;*;*;
2293;19:26:45.3;+16:48:32.7;0.579823;1.80e-14;B1924+16;J1926+1648;*;*;*;
2294;19:26:22.8;+19:28:11.7;1.346012;1.43e-15;B1924+19;J1926+1928;*;*;*;
2295;19:26:18.0;+20:16:01.1;0.299072;3.50e-15;J1926+2016;J1926+2016;*;*;*;
2296;19:27:25.6;+09:11:05.7;0.290305;6.35e-17;J1927+0911;J1927+0911;*;*;*;
2297;19:27:10.4;+18:52:08.5;0.482766;1.16e-16;B1925+18;J1927+1852;*;*;*;
2298;19:27:24.9;+18:56:36.8;0.298313;2.24e-15;B1925+188;J1927+1856;*;*;*;
2299;19:27:08.0;+22:34:57.3;1.431066;7.71e-16;B1925+22;J1927+2234;*;*;*;
2300;19:28:06.7;+14:43:11.3;1.010739;2.10e-16;J1928+1443;J1928+1443;*;*;*;
2301;19:28:20;+15:13;0.403000;*;J1928+15;J1928+15;RRAT;*;*;
2302;19:28:42.5;+17:46:29.6;0.068730;1.32e-14;J1928+1746;J1928+1746;*;*;*;
2303;19:28:05.1;+19:23:31.3;0.817330;6.35e-15;J1928+1923;J1928+1923;*;*;*;
2304;19:29:28;+00:26;1.166900;*;J1929+00;J1929+00;*;*;*;
2305;19:29:10.6;+13:57:35.9;0.866927;3.66e-15;J1929+1357;J1929+1357;*;*;*;
2306;19:29:18;+16:21;0.529681;*;J1929+16;J1929+16;*;*;*;
2307;19:29:16.7;+18:44:59.5;1.220470;2.36e-15;B1926+18;J1929+1844;*;*;*;
2308;19:29:32;+19:05;0.339215;*;J1929+19;J1929+19;*;*;*;
2309;19:29:17.5;+19:55:07.9;0.257832;2.56e-15;J1929+1955;J1929+1955;*;*;*;
2310;19:29:04.2;+21:21:22.6;0.723599;2.14e-15;J1929+2121;J1929+2121;*;*;*;
2311;19:29;+62:16;1.456004;*;J1929+62;J1929+62;*;*;*;
2312;19:30:00.9;+13:16:11.1;0.760032;3.66e-15;B1927+13;J1930+1316;*;*;*;
2313;19:30;+14:00;0.425710;*;J1930+14;J1930+14;*;*;*;
2314;19:30:44;+17:25;1.609690;*;J1930+17;J1930+17;*;*;*;
2315;19:30:29.7;-18:51:46.2;0.185520;1.80e-17;J1930-1852;J1930-1852;*;BT;45.0600;
2316;19:30:30.1;+18:52:14.1;0.136855;7.51e-13;J1930+1852;J1930+1852;HE;*;*;
2317;19:31:40.4;+14:39:38.7;1.779226;6.33e-15;J1931+1439;J1931+1439;*;*;*;
2318;19:31:55.7;+15:36:57.5;0.314355;5.01e-15;B1929+15;J1931+1536;*;*;*;
2319;19:31:55.8;+19:52:11.5;0.501123;1.01e-16;J1931+1952;J1931+1952;*;*;*;
2320;19:31:28;+30:35;0.582126;*;J1931+30;J1931+30;*;*;*;
2321;19:32:13.9;+10:59:32.4;0.226518;1.16e-15;B1929+10;J1932+1059;HE[yhh94];*;*;
2322;19:32:46.3;+15:00:22.2;1.864332;4.59e-16;J1932+1500;J1932+1500;*;BT;198.9251;
2323;19:32;+17:00;0.041820;*;J1932+17;J1932+17;*;*;*;
2324;19:32:19.7;+19:16:39;0.208215;9.32e-14;J1932+1916;J1932+1916;NRAD;*;*;
2325;19:32:08.0;+20:20:46.4;0.268217;4.22e-15;B1929+20;J1932+2020;*;*;*;
2326;19:32:22.7;+22:20:51.5;0.144470;5.76e-14;B1930+22;J1932+2220;*;*;*;
2327;19:32:06.1;-36:55:02.1;0.571420;2.84e-16;J1932-3655;J1932-3655;*;*;*;
2328;19:33:19.4;+07:58:07.0;0.437454;2.18e-16;J1933+0758;J1933+0758;*;*;*;
2329;19:33:22.5;+13:04:49.9;0.928324;3.18e-16;B1930+13;J1933+1304;*;*;*;
2330;19:33:22.9;+17:26:49.6;0.021507;4.90e-20;J1933+1726;J1933+1726;*;ELL1;5.1539;
2331;19:33:37.8;+24:36:39.6;0.813690;8.11e-15;B1931+24;J1933+2421;*;*;*;
2332;19:33:32.4;-62:11:46.8;0.003543;3.87e-21;J1933-6211;J1933-6211;*;ELL1;12.8194;
2333;19:34;+19:00;0.230990;*;J1934+19;J1934+19;*;*;*;
2334;19:34:46.1;+23:52:55.9;0.178432;1.31e-13;J1934+2352;J1934+2352;*;*;*;
2335;19:35:16.0;+11:59:09.2;1.939758;9.48e-16;J1935+1159;J1935+1159;*;*;*;
2336;19:35:47.8;+16:16:39.9;0.358738;6.00e-15;B1933+16;J1935+1616;*;*;*;
2337;19:35:03.9;+17:26:28.4;0.004200;*;J1935+1726;J1935+1726;*;ELL1;90.7639;
2338;19:35:29.9;+17:45:12.2;0.654408;3.78e-16;B1933+17;J1935+1745;*;*;*;
2339;19:35:41.9;+20:25:40.1;0.080118;6.08e-14;J1935+2025;J1935+2025;*;*;*;
2340;19:34:55.6;+21:53:48.2;3.244980;*;J1935+2154;J1935+2154;AXP,NRAD;*;*;
2341;19:35;+52:12;0.568387;*;J1935+52;J1935+52;*;*;*;
2342;19:36:01.5;+15:36:36.0;0.967338;4.04e-15;B1933+15;J1936+1536;*;*;*;
2343;19:36;+20:00;1.390880;*;J1936+20;J1936+20;*;*;*;
2344;19:36:29;+21:12;0.642932;*;J1936+21;J1936+21;*;*;*;
2345;19:37:09;-00:17;0.240100;*;J1937-00;J1937-00;*;*;*;
2346;19:37:16.3;+15:05:19;2.872774;5.61e-15;J1937+1505;J1937+1505;*;*;*;
2347;19:37:01.2;+25:44:13.6;0.200980;6.43e-16;B1935+25;J1937+2544;*;*;*;
2348;19:37:47.6;+29:50:01.8;1.657429;3.48e-15;J1937+2950;J1937+2950;*;*;*;
2349;19:37:53.4;+06:50:06.0;1.121562;5.68e-15;J1938+0650;J1938+0650;*;*;*;
2350;19:38:19;+14:42;2.902510;*;J1938+14;J1938+14;*;*;*;
2351;19:38:08.3;+20:10:51.7;0.687082;3.40e-15;J1938+2010;J1938+2010;*;*;*;
2352;19:38:40.0;+20:12:50.8;0.002634;7.50e-22;J1938+2012;J1938+2012;*;ELL1;16.2558;
2353;19:38:14.1;+22:13:12.6;0.166116;4.24e-14;J1938+2213;J1938+2213;*;*;*;
2354;19:39:11;+10:45;2.310000;*;J1939+10;J1939+10;*;*;*;
2355;19:39:38.5;+21:34:59.1;0.001558;1.05e-19;B1937+21;J1939+2134;HE[tst+01];*;*;
2356;19:39:05.5;+24:42:55.6;0.645302;1.83e-14;B1937+24;J1939+2449;*;*;*;
2357;19:40;+66:12;0.022261;*;J1939+66;J1939+66;*;*;*;
2358;19:40:27.6;+22:45:46.6;0.258912;1.27e-14;J1940+2245;J1940+2245;*;*;*;
2359;19:40:35.4;+23:37:46.5;0.546824;7.68e-14;J1940+2337;J1940+2337;*;*;*;
2360;19:40:30;-24:03;1.855276;*;J1940-2403;J1940-2403;*;*;*;
2361;19:41:58;+01:46;1.404730;*;J1941+01;J1941+01;*;*;*;
2362;19:41:16.0;+01:21:39.5;0.217317;1.91e-16;J1941+0121;J1941+0121;*;*;*;
2363;19:41:32.3;+10:26:25.6;0.905394;9.96e-16;J1941+1026;J1941+1026;*;*;*;
2364;19:41:04.8;+13:41:30.4;0.559084;1.24e-15;J1941+1341;J1941+1341;*;*;*;
2365;19:41:20.8;+25:25:05.3;2.306153;1.61e-13;J1941+2525;J1941+2525;*;*;*;
2366;19:41:00.4;-26:02:05.7;0.402858;9.56e-16;B1937-26;J1941-2602;*;*;*;
2367;19:42;+43:23;0.840887;*;J1941+43;J1941+43;*;*;*;
2368;19:42:01.0;+17:43:28.3;0.696262;1.01e-16;B1939+17;J1942+1743;*;*;*;
2369;19:42;+81:06;0.203568;*;J1942+81;J1942+81;*;*;*;
2370;19:43:29.1;+06:09:57.6;0.446226;4.66e-16;J1943+0609;J1943+0609;*;*;*;
2371;19:43:25.4;-12:37:42.4;0.972429;1.66e-15;B1940-12;J1943-1237;*;*;*;
2372;19:43:16.4;+22:10:23.1;0.005084;8.79e-21;J1943+2210;J1943+2210;*;ELL1;8.3115;
2373;19:44:09.3;+09:07:23.0;0.005185;1.73e-20;J1944+0907;J1944+0907;*;*;*;
2374;19:44;-10:17;0.409135;*;J1944-10;J1944-10;RRAT;*;*;
2375;19:44:05.2;-17:50:11;0.841158;9.86e-16;B1941-17;J1944-1750;*;*;*;
2376;19:44:31.8;+17:55:42.4;1.996899;7.30e-16;B1942+17;J1944+1755;*;*;*;
2377;19:44:01.0;+22:36:22.6;0.003618;7.46e-21;J1944+2236;J1944+2236;*;*;*;
2378;19:45:28.3;-00:40:58.1;1.045632;5.35e-16;B1942-00;J1945-0040;*;*;*;
2379;19:45:55;+07:17;1.073900;*;J1945+07;J1945+07;*;*;*;
2380;19:45:36.1;+18:34:20.1;1.068708;2.42e-16;B1943+18;J1945+1834;*;*;*;
2381;19:46:57.8;-13:12:36.4;0.491865;1.99e-15;J1946-1312;J1946-1312;*;*;*;
2382;19:46:52;+14:42;2.282440;*;J1946+14;J1946+14;*;*;*;
2383;19:46:53.0;+18:05:41.2;0.440618;2.41e-17;B1944+17;J1946+1805;*;*;*;
2384;19:46:24.8;+22:44:59.4;1.334450;8.89e-16;B1944+22;J1946+2244;*;*;*;
2385;19:46:00;+23:58;4.729000;*;J1946+24;J1946+24;RRAT;*;*;
2386;19:46:49.1;+25:35:51.5;0.515167;5.64e-15;J1946+2535;J1946+2535;*;*;*;
2387;19:46:45.8;+26:11:49.2;0.435060;2.20e-14;J1946+2611;J1946+2611;*;*;*;
2388;19:46:51.7;-29:13:47.1;0.959448;1.49e-15;B1943-29;J1946-2913;*;*;*;
2389;19:46:25.1;+34:17:14.6;0.003170;3.12e-21;J1946+3417;J1946+3417;*;DDH;27.0199;
2390;19:46:24;-54:02;0.002710;*;J1946-5403;J1946-5403;HE[ckr+15];BT;0.1300;
2391;19:47:46.2;+09:15:08.0;1.480744;4.78e-16;J1947+0915;J1947+0915;*;*;*;
2392;19:47:36;+10:44;1.110944;*;J1947+10;J1947+10;*;*;*;
2393;19:47:19.4;+19:57:08.3;0.157509;5.23e-16;J1947+1957;J1947+1957;*;*;*;
2394;19:47:06;-42:15;1.798069;*;J1947-4215;J1947-4215;*;*;*;
2395;19:47;-43:00;0.180940;*;J1947-43;J1947-43;*;*;*;
2396;19:48:19.3;+23:33:03.2;0.528352;1.36e-14;J1948+2333;J1948+2333;*;*;*;
2397;19:48:17.5;+25:51:51.9;0.196627;9.02e-15;J1948+2551;J1948+2551;*;*;*;
2398;19:48:25.0;+35:40:11.0;0.717311;7.06e-15;B1946+35;J1948+3540;*;*;*;
2399;19:49:07.3;+23:06:55.5;1.319373;1.23e-16;J1949+2306;J1949+2306;*;*;*;
2400;19:49:25.4;-25:24:01;0.957617;3.27e-15;B1946-25;J1949-2524;*;*;*;
2401;19:49:29.6;+31:06:03.8;0.013138;9.39e-20;J1949+3106;J1949+3106;*;DDH;1.9495;
2402;19:50:58;+05:35;0.455934;*;J1950+05;J1950+05;*;*;*;
2403;19:50:45.0;+24:14:56.9;0.004305;1.89e-20;J1950+2414;J1950+2414;*;BT;22.1914;
2404;19:51:08.2;+11:23:25.2;5.094083;3.03e-15;J1951+1123;J1951+1123;*;*;*;
2405;19:52:06.1;+14:07:29.4;0.275026;1.28e-16;B1949+14;J1952+1410;*;*;*;
2406;19:52:36.8;+26:30:28.0;0.020732;4.27e-18;J1952+2630;J1952+2630;*;ELL1;0.3919;
2407;19:52:58.2;+32:52:40.5;0.039531;5.84e-15;B1951+32;J1952+3252;HE[sof95,aaa+10m];*;*;
2408;19:53:47.4;+11:49:42.6;0.851890;2.86e-15;J1953+1149;J1953+1149;*;*;*;
2409;19:53:46;+18:46:42;0.004888;*;J1953+1846A;J1953+1846A;*;BT;0.1767;
2410;19:53:07.8;+27:32:48.2;1.333965;1.77e-15;J1953+2732;J1953+2732;*;*;*;
2411;19:53;+67:02;0.008565;*;J1953+67;J1953+67;*;*;*;
2412;19:54:00.3;+24:07:14.0;0.193405;1.06e-15;J1954+2407;J1954+2407;*;*;*;
2413;19:54:19.1;+28:36:06;0.092709;2.12e-14;J1954+2836;J1954+2836;NRAD;*;*;
2414;19:54:22.5;+29:23:17.2;0.426677;1.71e-18;B1952+29;J1954+2923;*;*;*;
2415;19:55;+43:50;1.386961;*;J1954+43;J1954+43;*;*;*;
2416;19:55:59.3;+25:27:03.4;0.004873;9.12e-21;J1955+2527;J1955+2527;*;*;*;
2417;19:55:27.8;+29:08:43.4;0.006133;2.97e-20;B1953+29;J1955+2908;*;DD;117.3491;
2418;19:55:18.7;+50:59:55.2;0.518938;1.37e-15;B1953+50;J1955+5059;*;*;*;
2419;19:56:35;+07:16;5.012480;*;J1956+07;J1956+07;*;*;*;
2420;19:56:52.2;+08:38:16.8;0.303911;2.20e-16;J1956+0838;J1956+0838;*;*;*;
2421;19:56;-27:53;0.260014;*;J1956-28;J1956-28;RRAT;*;*;
2422;19:57:34.6;+25:16:02.0;0.003962;2.74e-20;J1957+2516;J1957+2516;*;ELL1;0.2381;
2423;19:57:19.3;+28:31:43.8;0.307683;3.11e-15;J1957+2831;J1957+2831;*;*;*;
2424;19:57:38.9;+50:33:18;0.374806;7.08e-15;J1957+5033;J1957+5033;NRAD;*;*;
2425;19:58:40.0;+28:45:54;0.290389;2.12e-13;J1958+2846;J1958+2846;NRAD;*;*;
2426;19:59:36.7;+20:48:15.1;0.001607;1.69e-20;B1957+20;J1959+2048;HE[aaa+10g];BT;0.3820;
2427;19:59:38.0;+36:20:29.1;0.406081;3.60e-17;J1959+3620;J1959+3620;*;*;*;
2428;20:02;+42:43;0.719161;*;J2001+42;J2001+42;*;*;*;
2429;20:02:47.7;+16:37:16.7;0.276497;2.25e-16;J2002+1637;J2002+1637;*;*;*;
2430;20:02:58;+30:35;0.421794;*;J2002+30;J2002+30;*;*;*;
2431;20:02:04.4;+32:17:18.3;0.696761;1.05e-13;B2000+32;J2002+3217;*;*;*;
2432;20:02:44.0;+40:50:53.9;0.905067;1.74e-15;B2000+40;J2002+4050;*;*;*;
2433;20:04:59.0;+26:53:40.4;0.665879;5.67e-17;J2004+2653;J2004+2653;*;*;*;
2434;20:04:52.2;+31:37:10.0;2.111265;7.46e-14;B2002+31;J2004+3137;*;*;*;
2435;20:04:46.9;+34:29:17.7;0.240953;2.07e-13;J2004+3429;J2004+3429;*;*;*;
2436;20:05:43.7;-00:20:21.9;2.279661;2.57e-14;J2005-0020;J2005-0020;*;*;*;
2437;20:05:17.4;+35:47:25.4;0.615034;2.81e-16;J2005+3547;J2005+3547;*;*;*;
2438;20:05:47.5;+35:52:24.3;0.307943;2.99e-15;J2005+3552;J2005+3552;*;*;*;
2439;20:06:16.3;-08:07:01.9;0.580871;4.60e-17;B2003-08;J2006-0807;*;*;*;
2440;20:06:11.0;+31:02:03;0.163695;2.49e-14;J2006+3102;J2006+3102;*;*;*;
2441;20:07:13.5;+08:09:33;0.325724;1.37e-16;J2007+0809;J2007+0809;*;*;*;
2442;20:07:58.1;+09:10:12.9;0.458735;3.32e-16;J2007+0910;J2007+0910;*;*;*;
2443;20:07;+20:21;4.634000;*;J2007+20;J2007+20;RRAT;*;*;
2444;20:07:15.8;+27:22:47.9;0.024497;9.61e-19;J2007+2722;J2007+2722;*;*;*;
2445;20:07:09.0;+31:20:51.5;0.608205;1.56e-14;J2007+3120;J2007+3120;*;*;*;
2446;20:08:35.4;+25:13:30.3;0.589196;5.40e-15;J2008+2513;J2008+2513;*;*;*;
2447;20:09:49.1;+33:26:10.2;1.438369;1.47e-15;J2009+3326;J2009+3326;*;*;*;
2448;20:10:45.9;-13:23:56.0;0.005223;4.82e-21;J2010-1323;J2010-1323;*;*;*;
2449;20:10:05.0;+28:45:29.1;0.565369;9.07e-17;J2010+2845;J2010+2845;*;*;*;
2450;20:10:26.5;+32:30:07.3;1.442448;3.62e-15;J2010+3230;J2010+3230;*;*;*;
2451;20:11:04.9;+33:31:24.6;0.931733;1.79e-15;J2011+3331;J2011+3331;*;*;*;
2452;20:12:46.6;-20:29:31;0.544002;5.48e-16;J2012-2029;J2012-2029;*;*;*;
2453;20:13:17.7;-06:49:05.3;0.580187;6.01e-16;J2013-0649;J2013-0649;*;*;*;
2454;20:13:34.2;+30:58:50.6;0.276028;1.52e-16;J2013+3058;J2013+3058;*;*;*;
2455;20:13:10.3;+38:45:43.3;0.230194;8.85e-15;B2011+38;J2013+3845;*;*;*;
2456;20:15:12.7;+25:24:31.3;2.303299;5.10e-16;J2015+2524;J2015+2524;*;*;*;
2457;20:16:57.4;+19:47:51.5;0.064940;4.01e-19;J2016+1948;J2016+1948;*;BT;635.0238;
2458;20:17:22.7;+06:03:05.5;0.002896;7.99e-21;J2017+0603;J2017+0603;HE;ELL1;2.1985;
2459;20:17:28.9;+20:43:31.9;0.537143;9.96e-16;J2017+2043;J2017+2043;*;*;*;
2460;20:17:55.8;+36:25:07.9;0.166749;1.36e-15;J2017+3625;J2017+3625;NRAD;*;*;
2461;20:18;+59:13;0.403619;*;J2017+59;J2017+59;*;*;*;
2462;20:18:03.8;+28:39:54.2;0.557953;1.48e-16;B2016+28;J2018+2839;*;*;*;
2463;20:18:53.1;+34:31:00.5;0.387664;1.84e-15;J2018+3431;J2018+3431;*;*;*;
2464;20:19:31.9;+24:25:15.3;0.003935;7.02e-21;J2019+2425;J2019+2425;*;BT;76.5116;
2465;20:21:05.4;+36:51:04.8;0.103741;9.57e-14;J2021+3651;J2021+3651;HE[aaa+09d];*;*;
2466;20:21:29.9;+40:26:45.1;0.265318;5.47e-14;J2021+4026;J2021+4026;NRAD;*;*;
2467;20:22:37.0;+28:54:23.1;0.343402;1.89e-15;B2020+28;J2022+2854;*;*;*;
2468;20:22:21.6;+38:42:14.8;0.048579;8.61e-14;J2022+3842;J2022+3842;HE;*;*;
2469;20:22:49.8;+51:54:50.2;0.529197;3.06e-15;B2021+51;J2022+5154;*;*;*;
2470;20:23:41.9;+50:37:34.8;0.372619;2.51e-15;B2022+50;J2023+5037;*;*;*;
2471;20:24;+48;1.262000;*;J2024+48;J2024+48;*;*;*;
2472;20:27:16.6;+21:46:04.4;0.398173;2.03e-16;B2025+21;J2027+2146;*;*;*;
2473;20:27:16.2;+45:57:57.0;1.099651;3.09e-16;J2027+4557;J2027+4557;*;*;*;
2474;20:28;+74:47;0.515229;*;J2027+74;J2027+74;*;*;*;
2475;20:28:19.8;+33:32:04.3;0.176707;4.86e-15;J2028+3332;J2028+3332;NRAD;*;*;
2476;20:29:23.8;+37:44:08.1;1.216805;1.23e-14;B2027+37;J2029+3744;*;*;*;
2477;20:30:40.4;+22:28:21.8;0.630513;8.85e-16;B2028+22;J2030+2228;*;*;*;
2478;20:30:00.2;+36:41:27.1;0.200129;6.50e-15;J2030+3641;J2030+3641;HE;*;*;
2479;20:30:51.3;+44:15:38.1;0.227070;6.48e-15;J2030+4415;J2030+4415;NRAD;*;*;
2480;20:30;+55;0.579000;*;J2030+55;J2030+55;*;*;*;
2481;20:32:13.1;+41:27:24.3;0.143246;1.13e-14;J2032+4127;J2032+4127;HE;BT;16835.0000;
2482;20:33:31.1;+00:42:22.0;5.013398;1.01e-14;J2033+0042;J2033+0042;RRAT;*;*;
2483;20:33:27.5;+17:34:58.4;0.005949;1.11e-20;J2033+1734;J2033+1734;*;DD;56.3078;
2484;20:33:55.4;-19:38:59;1.281719;4.55e-16;J2033-1938;J2033-1938;*;*;*;
2485;20:36:46.3;+28:35:10.4;1.358727;2.09e-15;J2036+2835;J2036+2835;*;*;*;
2486;20:37:14.5;+19:42:54.3;2.074377;2.04e-15;B2034+19;J2037+1942;*;*;*;
2487;20:37:27.4;+36:21:24.1;0.618715;4.50e-15;B2035+36;J2037+3621;*;*;*;
2488;20:38;+35;0.160000;*;J2038+35;J2038+35;*;*;*;
2489;20:38:54.1;-38:16:11.9;1.577286;4.13e-15;J2038-3816;J2038-3816;*;*;*;
2490;20:38:03.1;+53:19:12.8;1.424568;9.44e-16;B2036+53;J2038+5319;*;*;*;
2491;20:40:17.8;+16:57:30.4;0.865606;5.95e-16;J2040+1657;J2040+1657;*;*;*;
2492;20:43:20.8;+17:11:28.9;0.002380;5.24e-21;J2043+1711;J2043+1711;HE;ELL1;1.4823;
2493;20:43:43.5;+27:40:56;0.096131;1.27e-15;J2043+2740;J2043+2740;HE[naa+11];*;*;
2494;20:43;+70:45;0.588000;*;J2043+7045;J2043+7045;*;*;*;
2495;20:44:58.8;+46:14:54;1.392715;6.30e-16;J2044+4614;J2044+4614;*;*;*;
2496;20:45:47.3;+09:12:29.1;0.395555;1.95e-16;J2045+0912;J2045+0912;*;*;*;
2497;20:45:01.5;+36:33:01.4;0.031682;5.88e-19;J2045+3633;J2045+3633;*;DDH;32.2978;
2498;20:46:00.1;-04:21:26.0;1.546938;1.47e-15;B2043-04;J2046-0421;*;*;*;
2499;20:46:39.3;+15:40:33.6;1.138286;1.82e-16;B2044+15;J2046+1540;*;*;*;
2500;20:46:46.6;+57:08:37.0;0.476735;1.11e-14;B2045+56;J2046+5708;*;*;*;
2501;20:47;+10:53;0.004290;*;J2047+1053;J2047+1053;*;BT;0.1200;
2502;20:47:54.6;+50:29:38.1;0.445945;4.18e-15;J2047+5029;J2047+5029;*;*;*;
2503;20:48:35.6;-16:16:44.5;1.961572;1.10e-14;B2045-16;J2048-1616;*;*;*;
2504;20:48:45.8;+22:55:05.3;0.283901;1.52e-17;J2048+2255;J2048+2255;*;*;*;
2505;20:50:57.2;+12:59:09;1.221020;5.04e-16;J2050+1259;J2050+1259;*;*;*;
2506;20:51:07.5;-08:27:37.7;0.004509;1.27e-20;J2051-0827;J2051-0827;HE[wkh+12];ELL1;0.0991;
2507;20:52:47;+12:18;0.001990;*;J2052+1218;J2052+1218;*;BT;0.1100;
2508;20:53:49.4;+17:18:44.6;0.119268;2.86e-19;J2053+1718;J2053+1718;*;*;*;
2509;20:53:52.6;+46:50:51.7;0.012586;1.72e-19;J2053+4650;J2053+4650;*;DDH;2.4525;
2510;20:53:47.1;-72:00:42.2;0.341336;1.96e-16;B2048-72;J2053-7200;*;*;*;
2511;20:55:39.1;+22:09:27.2;0.815181;1.34e-15;B2053+21;J2055+2209;*;*;*;
2512;20:55:48.8;+25:40:02;0.319561;4.08e-15;J2055+2539;J2055+2539;NRAD;*;*;
2513;20:55:31.3;+36:30:21.4;0.221508;3.69e-16;B2053+36;J2055+3630;*;*;*;
2514;21:02;+38;1.190000;*;J2102+38;J2102+38;*;*;*;
2515;21:05:27;+07:57;3.746630;*;J2105+07;J2105+07;*;*;*;
2516;21:06;+28:29;0.405737;*;J2105+28;J2105+28;*;*;*;
2517;21:05:12.9;+62:23:05.5;2.304879;5.22e-15;J2105+6223;J2105+6223;RRAT;*;*;
2518;21:08:30.4;-34:29:37.9;1.423102;3.50e-15;J2108-3429;J2108-3429;*;*;*;
2519;21:08:20.4;+44:41:48.8;0.414871;8.62e-17;B2106+44;J2108+4441;*;*;*;
2520;21:11:33.1;+21:06:07.0;3.953853;3.24e-15;J2111+2106;J2111+2106;*;*;*;
2521;21:11;+40;4.061000;*;J2111+40;J2111+40;*;*;*;
2522;21:11:24.1;+46:06:31.3;0.157830;1.43e-13;J2111+4606;J2111+4606;NRAD;*;*;
2523;21:13:04.3;+27:54:02.2;1.202852;2.62e-15;B2110+27;J2113+2754;*;*;*;
2524;21:13:24.3;+46:44:08.8;1.014685;7.15e-16;B2111+46;J2113+4644;*;*;*;
2525;21:14;+67:02;0.552170;*;J2113+67;J2113+67;*;*;*;
2526;21:16:13.7;+14:14:21.0;0.440153;2.89e-16;B2113+14;J2116+1414;*;*;*;
2527;21:23;+54:33;0.138866;*;J2122+54;J2122+54;*;*;*;
2528;21:24:46.5;+14:07:19.3;0.694053;7.68e-16;B2122+13;J2124+1407;*;*;*;
2529;21:24:43.8;-33:58:44.8;0.004931;2.06e-20;J2124-3358;J2124-3358;HE[bt99,aaa+09f];*;*;
2530;21:27:31.2;-66:48:28.1;0.325771;2.26e-16;B2123-67;J2127-6648;*;*;*;
2531;21:29:45.0;-04:29:05.5;0.007620;*;J2129-0429;J2129-0429;HE;ELL1;0.6352;
2532;21:29:58.2;+12:10:01.2;0.110665;-2.10e-17;B2127+11A;J2129+1210A;*;*;*;
2533;21:29:58.6;+12:10:00.3;0.056133;9.54e-18;B2127+11B;J2129+1210B;*;*;*;
2534;21:30:01.2;+12:10:38.2;0.030529;4.99e-18;B2127+11C;J2129+1210C;*;DD;0.3353;
2535;21:29:58.2;+12:09:59.7;0.004803;-1.08e-18;B2127+11D;J2129+1210D;*;*;*;
2536;21:29:58.1;+12:10:08.6;0.004651;1.78e-19;B2127+11E;J2129+1210E;*;*;*;
2537;21:29:57.1;+12:10:02.9;0.004027;3.20e-20;B2127+11F;J2129+1210F;*;*;*;
2538;21:29:57.9;+12:09:57.3;0.037660;2.00e-18;B2127+11G;J2129+1210G;*;*;*;
2539;21:29:58.1;+12:09:59.4;0.006743;2.40e-20;B2127+11H;J2129+1210H;*;*;*;
2540;21:29:22.7;-57:21:14.2;0.003726;2.09e-20;J2129-5721;J2129-5721;*;ELL1;6.6255;
2541;21:36:00.2;-16:06:13.0;1.227235;1.60e-17;J2136-1606;J2136-1606;*;*;*;
2542;21:37;+64:19;1.750870;*;J2137+64;J2137+64;*;*;*;
2543;21:38;+49:11;0.696000;*;J2138+4911;J2138+4911;*;*;*;
2544;21:39:42;+00:36;0.312470;*;J2139+00;J2139+00;*;*;*;
2545;21:39:26.9;+22:42:42.0;1.083514;1.42e-15;J2139+2242;J2139+2242;*;*;*;
2546;21:39:55.9;+47:16:13;0.282849;1.79e-15;J2139+4716;J2139+4716;NRAD;*;*;
2547;21:40:22.4;-23:10:48.7;0.011019;-5.18e-20;J2140-2310A;J2140-2310A;*;ELL1;0.1740;
