#;RAJ;DECJ;P0;P1;NAME;PSRJ;PSR;BINARY;PB;
 ;(hms);(dms);(s); ; ; ;TYPE;(type);(days);
266;07:20:24.9;-31:25:50.0;8.391116;6.98e-14;J0720-3125;J0720-3125;XINS,NRAD;*;*;
267;07:21:42.9;-20:38:07.0;0.015542;4.40e-20;J0721-2038;J0721-2038;*;BT;5.4608;
268;07:25:00.4;-16:35:45.8;0.424311;9.26e-17;J0725-1635;J0725-1635;*;*;*;
269;07:26:08.1;-26:12:38.1;3.442308;2.93e-13;J0726-2612;J0726-2612;*;*;*;
270;07:29:16.4;-14:48:36.8;0.251659;1.13e-13;J0729-1448;J0729-1448;*;*;*;
271;07:29:32.3;-18:36:42.7;0.510160;1.90e-14;B0727-18;J0729-1836;*;*;*;
272;07:33:24.6;-23:45:56.2;1.796250;5.70e-15;J0733-2345;J0733-2345;*;*;*;
273;07:34;-15:59;0.156250;1.22e-14;J0734-1559;J0734-1559;NRAD;*;*;
274;07:36:20.0;-63:04:16;4.862874;1.52e-13;J0736-6304;J0736-6304;RRAT;*;*;
275;07:37:44.0;-22:02:05.3;0.320366;5.47e-15;J0737-2202;J0737-2202;*;*;*;
276;07:37:51.2;-30:39:40.7;0.022699;1.76e-18;J0737-3039A;J0737-3039A;HE[cgm+07,gkj+13];DDS;0.1023;
277;07:37:51.2;-30:39:40.7;2.773461;8.92e-16;J0737-3039B;J0737-3039B;*;DD;0.1023;
278;07:37;+69:14;6.824240;*;J0737+69;J0737+69;*;*;*;
279;07:38:32.3;-40:42:40.9;0.374920;1.62e-15;B0736-40;J0738-4042;*;*;*;
280;07:41;+41:04;0.003139;*;J0740+41;J0740+41;*;*;*;
281;07:40:45.7;+66:20:33.5;0.002886;1.22e-20;J0740+6620;J0740+6620;HE[lsg+15];ELL1H;4.7669;
282;07:42:49.0;-28:22:43.7;0.166762;1.68e-14;B0740-28;J0742-2822;HE;*;*;
283;07:45:02.3;-53:51:22;0.214836;2.73e-15;B0743-53;J0745-5353;*;*;*;
284;07:46:59.5;-45:29:26.6;2.791025;1.67e-14;J0746-4529;J0746-4529;*;*;*;
285;07:46;+66:36;0.407670;*;J0746+66;J0746+66;*;*;*;
286;07:49:49.6;-42:47:42.1;1.095452;9.77e-16;J0749-4247;J0749-4247;*;*;*;
287;07:50:50;-68:44:27;0.915171;*;J0749-68;J0749-68;*;*;*;
288;07:50;+57:00;1.174875;*;J0750+57;J0750+57;*;*;*;
289;07:51:09.1;+18:07:38.4;0.003479;7.79e-21;J0751+1807;J0751+1807;HE[wob+04,aaa+09f];ELL1H;0.2631;
290;07:54:40.6;+32:31:56.2;1.442349;1.08e-15;B0751+32;J0754+3231;*;*;*;
291;07:58:29.0;-15:28:08.7;0.682265;1.62e-15;B0756-15;J0758-1528;*;*;*;
292;08:04:22.2;-36:47:35.5;2.191987;4.21e-15;J0804-3647;J0804-3647;*;*;*;
293;08:06:05;+08:17;2.063100;*;J0806+08;J0806+08;*;*;*;
294;08:06:23.4;-41:22:30.9;11.370386;5.56e-14;J0806-4123;J0806-4123;XINS,NRAD;*;*;
295;08:07:47.1;-54:21:26.4;0.526644;3.78e-16;J0807-5421;J0807-5421;*;*;*;
296;08:08:11.6;-39:37:52.9;0.866349;4.01e-16;J0808-3937;J0808-3937;*;*;*;
297;08:09:43.8;-47:53:55.1;0.547199;3.08e-15;B0808-47;J0809-4753;*;*;*;
298;08:12:14.8;-39:05:48.9;0.482596;4.49e-17;J0812-3905;J0812-3905;*;*;*;
299;08:14:59.5;+74:29:05.7;1.292241;1.68e-16;B0809+74;J0814+7429;*;*;*;
300;08:15:08.7;+09:39:50.7;0.645161;1.39e-16;J0815+0939;J0815+0939;*;*;*;
301;08:18:49.3;-30:49:31;0.763742;5.80e-16;J0818-3049;J0818-3049;*;*;*;
302;08:18:25.9;-32:32:30.5;2.161259;7.53e-16;J0818-3232;J0818-3232;*;*;*;
303;08:20:26.3;-13:50:55.8;1.238130;2.11e-15;B0818-13;J0820-1350;*;*;*;
304;08:20:59.9;-38:26:42.8;0.124836;2.44e-15;J0820-3826;J0820-3826;*;*;*;
305;08:20:49.1;-39:21:55.7;1.073567;1.22e-14;J0820-3921;J0820-3921;*;*;*;
306;08:20:15.4;-41:14:36.4;0.545446;1.89e-17;B0818-41;J0820-4114;*;*;*;
307;08:21:44.6;-42:21:25.4;0.396728;3.48e-15;J0821-4221;J0821-4221;*;*;*;
308;08:21:57.3;-43:00:17.0;0.112799;9.28e-18;J0821-4300;J0821-4300;NRAD;*;*;
309;08:23:09.7;+01:59:12.4;0.864873;1.05e-16;B0820+02;J0823+0159;*;BT;1232.4040;
310;08:24:16;+00:27;0.009900;*;J0824+00;J0824+00;*;*;*;
311;08:26:51.3;+26:37:23.7;0.530661;1.71e-15;B0823+26;J0826+2637;HE[bwt+04];*;*;
312;08:28:16.6;-34:17:07;1.848919;9.96e-16;B0826-34;J0828-3417;*;*;*;
313;08:31:32.4;-44:06:11.9;0.311674;1.28e-15;J0831-4406;J0831-4406;*;*;*;
314;08:34:16.3;-41:59:51;0.121116;4.44e-15;J0834-4159;J0834-4159;*;*;*;
315;08:34:50;-60:35;0.384645;*;J0834-60;J0834-60;*;*;*;
316;08:35:03.0;-37:07:51.5;0.541404;9.78e-15;J0835-3707;J0835-3707;*;*;*;
317;08:35:37;-42:32:37;0.738400;*;J0835-42;J0835-42;*;*;*;
318;08:35:20.6;-45:10:34.8;0.089328;1.25e-13;B0833-45;J0835-4510;HE[hg73,tfko75];*;*;
319;08:37:05.6;+06:10:14.5;1.273768;6.80e-15;B0834+06;J0837+0610;*;*;*;
320;08:37:44;-24:47:48;*;*;J0837-24;J0837-24;RRAT;*;*;
321;08:37:21.1;-41:35:14.3;0.751624;3.54e-15;B0835-41;J0837-4135;*;*;*;
322;08:38:18.8;-26:21:29.5;0.308581;3.90e-17;J0838-2621;J0838-2621;*;*;*;
323;08:38:30.8;-39:47:22;1.703946;8.13e-16;J0838-3947;J0838-3947;*;*;*;
324;08:40:33.8;-53:32:35.5;0.720612;1.64e-15;B0839-53;J0840-5332;*;*;*;
325;08:42:05.3;-48:51:20.8;0.644354;9.50e-15;B0840-48;J0842-4851;*;*;*;
326;08:43:33.8;+07:18:47.8;1.365860;*;J0843+0719;J0843+0719;*;*;*;
327;08:43:09.8;-50:22:43.1;0.208956;1.72e-16;J0843-5022;J0843-5022;*;*;*;
328;08:46:06.0;-35:33:40.7;1.116097;1.60e-15;B0844-35;J0846-3533;*;*;*;
329;08:47:57.3;-43:16:56.8;5.977493;1.20e-13;J0847-4316;J0847-4316;RRAT;*;*;
330;08:48:53;+16:43;0.452400;*;J0848+16;J0848+16;*;*;*;
331;08:49:42.5;-63:22:35.0;0.367953;7.91e-16;J0849-6322;J0849-6322;*;*;*;
332;08:49:01.5;+80:28:59.1;1.602228;4.46e-16;B0841+80;J0849+8028;*;*;*;
333;08:55:38.4;-33:31:39.3;1.267536;6.32e-15;B0853-33;J0855-3331;*;*;*;
334;08:55:36.1;-46:44:13.4;0.064686;7.26e-15;J0855-4644;J0855-4644;*;*;*;
335;08:55:19.5;-46:58:22.6;0.575072;1.36e-14;J0855-4658;J0855-4658;*;*;*;
336;08:56:59.3;-61:37:53.3;0.962509;1.68e-15;B0855-61;J0856-6137;*;*;*;
337;08:57:55.1;-44:24:10.3;0.326774;2.33e-14;J0857-4424;J0857-4424;*;*;*;
338;09:00:43.9;-31:44:30.8;0.011110;4.89e-20;J0900-3144;J0900-3144;*;ELL1;18.7376;
339;09:01:40.1;-46:24:48.5;0.441995;8.75e-14;J0901-4624;J0901-4624;*;*;*;
340;09:02:32.4;-63:25:12.0;0.660313;1.07e-16;B0901-63;J0902-6325;*;*;*;
341;09:04:59.2;-42:46:14;0.965171;1.89e-15;B0903-42;J0904-4246;*;*;*;
342;09:04:10.8;-74:59:42.8;0.549553;4.63e-16;B0904-74;J0904-7459;*;*;*;
343;09:05:23.9;-45:36:53.0;0.988281;1.49e-16;J0905-4536;J0905-4536;*;*;*;
344;09:05:51.9;-51:27:48.7;0.346287;2.49e-14;J0905-5127;J0905-5127;*;*;*;
345;09:05:15.2;-60:19:22.0;0.340854;5.22e-16;J0905-6019;J0905-6019;*;*;*;
346;09:07:15.9;-51:57:59.2;0.253556;1.83e-15;B0905-51;J0907-5157;*;*;*;
347;09:08:38.1;-17:39:37.6;0.401626;6.69e-16;B0906-17;J0908-1739;*;*;*;
348;09:08:35.5;-49:13:06.5;0.106755;1.52e-14;B0906-49;J0908-4913;*;*;*;
349;09:09:36.0;-72:12:08.4;1.362890;3.33e-16;B0909-71;J0909-7212;*;*;*;
350;09:10;+77:28;1.579050;*;B0904+77;J0910+77;*;*;*;
351;09:12:42.7;-38:51:03;1.526085;3.59e-15;J0912-3851;J0912-3851;RRAT;*;*;
352;09:19;-42:00;0.812600;*;J0919-42;J0919-42;*;*;*;
353;09:19:27.8;-60:40:50.4;1.216976;1.00e-17;J0919-6040;J0919-6040;*;*;*;
354;09:21:14.1;+62:54:13.9;1.567994;3.61e-15;B0917+63;J0921+6254;*;*;*;
355;09:22:14.0;+06:38:23.3;0.430627;1.37e-14;B0919+06;J0922+0638;*;*;*;
356;09:22:14.9;-49:49:12.0;0.950289;9.76e-14;J0922-4949;J0922-4949;*;*;*;
357;09:22;-52;0.009680;*;J0922-52;J0922-52;*;*;*;
358;09:23:58;-31:57;*;*;J0923-31;J0923-31;RRAT;*;*;
359;09:24:08.6;-53:02:44.2;0.746295;3.55e-14;B0922-52;J0924-5302;*;*;*;
360;09:24:31.0;-58:14:06.4;0.739501;4.88e-15;B0923-58;J0924-5814;*;*;*;
361;09:27:45.2;+23:45:10.7;0.761889;3.05e-16;J0927+2345;J0927+2345;*;*;*;
362;09:28:44;+06:14;2.060400;*;J0928+06;J0928+06;*;*;*;
363;09:28:43;+30:37;2.091900;*;J0928+30;J0928+30;*;*;*;
364;09:31:19.1;-19:02:55.0;0.004638;3.63e-21;J0931-1902;J0931-1902;*;*;*;
365;09:32:39.1;-32:17:14.2;1.931627;2.50e-16;J0932-3217;J0932-3217;*;*;*;
366;09:32:22.8;-53:27:11.0;4.392159;8.37e-15;J0932-5327;J0932-5327;*;*;*;
367;09:34:58.2;-41:54:19.5;0.570409;2.69e-16;J0934-4154;J0934-4154;*;*;*;
368;09:34:28.3;-52:49:27.2;1.444773;4.65e-15;B0932-52;J0934-5249;*;*;*;
369;09:40:58.2;-54:28:40.6;0.087545;3.29e-14;J0940-5428;J0940-5428;*;*;*;
370;09:41:38;-39:41;0.586778;*;J0941-39;J0941-39;RRAT;*;*;
371;09:41:41.1;-52:44:04.4;0.658558;1.14e-15;J0941-5244;J0941-5244;*;*;*;
372;09:42:15.8;-55:52:52.3;0.664367;2.29e-14;B0940-55;J0942-5552;*;*;*;
373;09:42:54.4;-56:57:43.4;0.808127;3.96e-14;B0941-56;J0942-5657;*;*;*;
374;09:43:30.1;+16:31:37;1.087418;9.11e-17;B0940+16;J0943+1631;*;*;*;
375;09:43:32.3;+22:53:05.6;0.532975;8.98e-17;J0943+2253;J0943+2253;*;*;*;
376;09:43;+41:09;2.229489;*;J0943+41;J0943+41;*;*;*;
377;09:44:28.9;-13:54:41.6;0.570264;4.53e-17;B0942-13;J0944-1354;*;*;*;
378;09:45:38.2;-48:33:14.5;0.331586;4.83e-15;J0945-4833;J0945-4833;*;*;*;
379;09:46:07.6;+09:51:55;1.097706;3.49e-15;B0943+10;J0946+0951;*;*;*;
380;09:47:21.2;+27:40:43.5;0.851014;4.30e-16;J0947+2740;J0947+2740;*;*;*;
381;09:49:20.5;-69:02:41.6;0.640016;6.37e-16;J0949-6902;J0949-6902;*;*;*;
382;09:52:08.3;-06:07:23.4;0.001414;*;J0952-0607;J0952-0607;*;ELL1;0.2675;
383;09:52:17.2;-38:39:10.2;1.373815;5.80e-16;B0950-38;J0952-3839;*;*;*;
384;09:53:09.3;+07:55:35.7;0.253065;2.30e-16;B0950+08;J0953+0755;HE[bwt+04];*;*;
385;09:54:06.0;-54:30:53.5;0.472834;4.39e-14;J0954-5430;J0954-5430;*;*;*;
386;09:55:29.5;-53:04:16.7;0.862118;3.52e-15;B0953-52;J0955-5304;*;*;*;
387;09:55;-61:48;0.001999;*;J0955-61;J0955-61;HE[ckr+15];BT;24.5780;
388;09:57;-06:17;1.723700;*;J0957-06;J0957-06;RRAT;*;*;
389;09:57:56.0;-54:32:03.9;0.203557;1.95e-15;J0957-5432;J0957-5432;*;*;*;
390;09:59:26.2;-48:09:47.5;0.670086;8.20e-17;B0957-47;J0959-4809;*;*;*;
391;10:00:28.1;-51:49:58.1;0.255677;9.59e-16;J1000-5149;J1000-5149;*;*;*;
392;10:01:37.9;-55:07:06.7;1.436583;5.14e-14;B0959-54;J1001-5507;*;*;*;
393;10:01:08.6;-55:59:00.2;1.661177;8.60e-16;J1001-5559;J1001-5559;*;*;*;
394;10:01:32.2;-59:39:17.8;7.733640;5.99e-14;J1001-5939;J1001-5939;*;*;*;
395;10:02:57.9;-55:59:37;0.777501;1.57e-15;J1002-5559;J1002-5559;*;*;*;
396;10:02:20.5;-59:19:37.2;0.713489;1.04e-16;J1002-5919;J1002-5919;*;*;*;
397;10:03:21.5;-47:47:02.0;0.307072;2.21e-14;B1001-47;J1003-4747;*;*;*;
398;10:06:36.6;-63:11:41.2;0.835797;5.73e-16;J1006-6311;J1006-6311;*;*;*;
399;10:10:00;+15:51;*;*;J1010+15;J1010+15;RRAT;*;*;
400;10:12:33.7;-23:38:22.4;2.517945;8.81e-16;B1010-23;J1012-2337;*;*;*;
401;10:12:07;-42:35;0.003101;*;J1012-4235;J1012-4235;HE[ckr+15];BT;37.9720;
402;10:12:33.4;+53:07:02.2;0.005256;1.71e-20;J1012+5307;J1012+5307;HE[wob+04];ELL1;0.6047;
403;10:12:54.9;-58:30:25.6;2.133591;3.77e-14;J1012-5830;J1012-5830;*;*;*;
404;10:12:48.5;-58:57:40;0.819911;1.77e-14;B1011-58;J1012-5857;*;*;*;
405;10:13:31.8;-59:34:26.7;0.442901;5.58e-16;J1013-5934;J1013-5934;*;*;*;
406;10:14:18;-48:49:42;1.508800;*;J1014-48;J1014-48;RRAT;*;*;
407;10:15:37.9;-57:19:12.8;0.139882;5.74e-14;J1015-5719;J1015-5719;*;*;*;
408;10:16:31.2;-53:45:13.8;0.769584;1.93e-15;B1014-53;J1016-5345;*;*;*;
409;10:16:12.1;-58:19:01.1;0.087834;6.98e-16;J1016-5819;J1016-5819;*;*;*;
410;10:16:21.1;-58:57:12.1;0.107386;8.08e-14;J1016-5857;J1016-5857;*;*;*;
411;10:17:12.8;-56:21:30.7;0.503459;3.13e-15;B1015-56;J1017-5621;*;*;*;
412;10:17:51.3;-71:56:41.6;0.002339;2.22e-21;J1017-7156;J1017-7156;*;DD;6.5119;
413;10:18:40.3;-16:42:10.1;1.804695;1.74e-15;B1016-16;J1018-1642;*;*;*;
414;10:19:52.1;-57:49:05.9;0.162499;2.01e-14;J1019-5749;J1019-5749;*;*;*;
415;10:20:14.0;-59:21:34;1.238305;4.05e-14;J1020-5921;J1020-5921;*;*;*;
416;10:20:11.4;-60:26:06.8;0.140480;6.74e-15;J1020-6026;J1020-6026;*;*;*;
417;10:21:24.8;-56:01:50.9;0.670026;5.34e-17;J1021-5601;J1021-5601;*;*;*;
418;10:22:57.9;+10:01:52.7;0.016453;4.33e-20;J1022+1001;J1022+1001;*;DD;7.8051;
419;10:22:28.1;-58:13:30;1.643726;1.45e-13;J1022-5813;J1022-5813;*;*;*;
420;10:23:47.6;+00:38:40.8;0.001688;6.93e-21;J1023+0038;J1023+0038;HE[jah+16,aps+17];ELL1;0.1981;
421;10:23:02.9;-57:46:05;0.111472;3.84e-13;J1023-5746;J1023-5746;NRAD;*;*;
422;10:24:38.6;-07:19:19.5;0.005162;1.86e-20;J1024-0719;J1024-0719;HE[egc+13];*;*;
423;10:28:28.0;-58:19:05.2;0.091403;1.61e-14;J1028-5819;J1028-5819;HE[aaa+09];*;*;
424;10:31:02.2;-61:17:50.6;0.306411;1.78e-15;J1031-6117;J1031-6117;*;*;*;
425;10:32:27.6;-52:06:08.5;2.407622;1.79e-14;J1032-5206;J1032-5206;*;*;*;
426;10:32:07;-59:10;0.464208;3.00e-15;B1030-58;J1032-5911;*;*;*;
427;10:34:19.5;-32:24:26.0;1.150590;2.30e-16;J1034-3224;J1034-3224;*;*;*;
428;10:35:03.0;-63:45:18.4;0.579577;3.50e-16;J1035-6345;J1035-6345;*;*;*;
429;10:36:13.0;-49:26:21.7;0.510368;1.65e-15;J1036-4926;J1036-4926;*;*;*;
430;10:36:20.0;-65:59:09.2;0.533502;1.36e-15;J1036-6559;J1036-6559;*;*;*;
431;10:36;-83:17;0.003408;*;J1036-8317;J1036-8317;HE[ckr+15];BT;0.3350;
432;10:38:26.9;+00:32:43.6;0.028852;6.70e-20;J1038+0032;J1038+0032;*;*;*;
433;10:38:19.7;-58:31:27.1;0.661992;1.25e-15;B1036-58;J1038-5831;*;*;*;
434;10:41:36.1;-19:42:13.6;1.386368;9.45e-16;B1039-19;J1041-1942;*;*;*;
435;10:42:00.6;-55:21:05.5;1.170859;6.73e-15;B1039-55;J1042-5521;*;*;*;
436;10:43:55.2;-61:16:50.8;0.288602;1.04e-14;J1043-6116;J1043-6116;*;*;*;
437;10:44:32.8;-57:37:19.3;0.139029;5.46e-14;J1044-5737;J1044-5737;NRAD;*;*;
438;10:45:50.1;-45:09:54.1;0.007474;1.77e-20;J1045-4509;J1045-4509;*;ELL1;4.0835;
439;10:46:43.2;+03:04:06.9;0.326271;1.24e-16;J1046+0304;J1046+0304;*;*;*;
440;10:46:18.8;-58:13:51.8;0.369427;1.14e-15;B1044-57;J1046-5813;*;*;*;
441;10:47:00.8;-30:32:18.0;0.330328;6.10e-17;J1047-3032;J1047-3032;*;*;*;
442;10:47:28.2;-67:09:51.0;0.198451;1.69e-15;J1047-6709;J1047-6709;*;*;*;
443;10:48:43.4;+23:39:53.4;0.004665;3.00e-20;J1048+2339;J1048+2339;HE;ELL1;0.2505;
444;10:48:12.2;-58:32:05.8;0.123671;9.63e-14;B1046-58;J1048-5832;HE[klm+00,aaa+09i];*;*;
445;10:48:12.5;-58:38:19.0;1.231305;1.22e-14;J1048-5838;J1048-5838;RRAT;*;*;
446;10:49:50.3;-58:33:44.6;2.202325;4.41e-15;J1049-5833;J1049-5833;*;*;*;
447;10:50:07.1;-59:53:21.4;6.452077;3.81e-11;J1050-5953;J1050-5953;AXP,NRAD;*;*;
448;10:52:38.1;-59:54:44.1;0.180592;2.00e-14;J1052-5954;J1052-5954;*;*;*;
449;10:52:53.3;-63:48:16.6;0.383830;3.87e-16;J1052-6348;J1052-6348;*;*;*;
450;10:54:57.7;-59:43:14.1;0.346909;4.07e-15;J1054-5943;J1054-5943;*;*;*;
451;10:54:30.4;-59:46:31.0;0.228324;2.09e-16;J1054-5946;J1054-5946;*;*;*;
452;10:54:08.8;-64:52:37.5;1.840004;3.14e-15;J1054-6452;J1054-6452;*;*;*;
453;10:55:48.5;-60:22:52;0.947558;9.24e-14;J1055-6022;J1055-6022;*;*;*;
454;10:55:39.1;-60:28:37.5;0.099661;2.95e-14;J1055-6028;J1055-6028;HE;*;*;
455;10:55:54.6;-62:36:48.3;0.448635;7.08e-16;J1055-6236;J1055-6236;*;*;*;
456;10:55:44.7;-69:05:11.4;2.919397;2.03e-14;J1055-6905;J1055-6905;*;*;*;
457;10:56:43.7;-57:09:34.5;0.676082;5.76e-16;J1056-5709;J1056-5709;*;*;*;
458;10:56:25.5;-62:58:47.6;0.422447;3.58e-15;B1054-62;J1056-6258;*;*;*;
459;10:56:45.9;-71:17:53.3;0.026310;6.30e-20;J1056-7117;J1056-7117;*;ELL1;9.1388;
460;10:57:53.1;-47:54:57.6;0.628306;2.25e-16;J1057-4754;J1057-4754;*;*;*;
461;10:57:58.9;-52:26:56.2;0.197108;5.83e-15;B1055-52;J1057-5226;HE[aaa+10m];*;*;
462;10:57:09.5;-58:51:07;0.620365;1.01e-13;J1057-5851;J1057-5851;NRAD;*;*;
463;10:57:27.4;-79:14:24.2;1.347402;1.33e-15;B1056-78;J1057-7914;*;*;*;
464;10:58:34.2;-59:57:36.4;0.616270;6.57e-16;J1058-5957;J1058-5957;*;*;*;
465;10:59:00.9;-57:42:14.2;1.184999;4.30e-15;B1056-57;J1059-5742;*;*;*;
466;11:01:44.9;-61:01:39.6;0.062800;8.56e-15;J1101-6101;J1101-6101;NRAD;*;*;
467;11:01:37.1;-64:24:39.3;0.005109;1.80e-21;J1101-6424;J1101-6424;*;ELL1;9.6117;
468;11:02;+65:07;3.631320;*;J1101+65;J1101+65;*;*;*;
469;11:03:33.2;-54:03:43.2;0.003393;3.68e-21;J1103-5403;J1103-5403;HE[kjr+11];*;*;
470;11:03:31.4;-60:25:36.3;0.396587;9.90e-16;J1103-6025;J1103-6025;*;*;*;
471;11:04:17.2;-61:03:03.8;0.280905;1.97e-15;J1104-6103;J1104-6103;*;*;*;
472;11:05:24;-43:57:01;0.351100;*;J1105-43;J1105-43;*;*;*;
473;11:05:00.4;-60:37:16.3;0.194938;2.18e-14;J1105-6037;J1105-6037;NRAD;*;*;
474;11:05:26.1;-61:07:51.4;0.063193;1.58e-14;J1105-6107;J1105-6107;*;*;*;
475;11:06:28.4;-64:39:00.0;2.717934;2.33e-15;J1106-6438;J1106-6438;*;*;*;
476;11:07:34.4;-59:07:18.7;0.252773;9.01e-18;J1107-5907;J1107-5907;*;*;*;
477;11:07:58.7;-59:47:04;1.516531;3.40e-16;B1105-59;J1107-5947;*;*;*;
478;11:07:12.3;-61:43:59;1.799396;1.56e-13;J1107-6143;J1107-6143;*;*;*;
479;11:10:00.4;-56:37:32.9;0.558253;2.06e-15;B1107-56;J1110-5637;*;*;*;
480;11:11;+58:52;0.793348;*;J1110+58;J1110+58;*;*;*;
481;11:12:14.8;-61:03:31.1;0.064962;3.15e-14;J1112-6103;J1112-6103;*;*;*;
482;11:12:38.5;-66:13:04.8;0.334213;8.24e-16;B1110-65;J1112-6613;*;*;*;
483;11:12:51.0;-69:26:31.0;0.820484;2.84e-15;B1110-69;J1112-6926;*;*;*;
484;11:14:22.5;-61:00:34.2;0.880820;4.61e-14;B1112-60;J1114-6100;*;*;*;
485;11:15:38.4;+50:30:12.2;1.656440;2.49e-15;B1112+50;J1115+5030;*;*;*;
486;11:15:53.6;-60:52:17.8;0.259777;7.23e-15;J1115-6052;J1115-6052;*;*;*;
487;11:16:43.0;-41:22:43.9;0.943158;7.95e-15;B1114-41;J1116-4122;*;*;*;
488;11:17:23.8;-61:54:22;0.505097;1.25e-14;J1117-6154;J1117-6154;*;*;*;
489;11:17:45.0;-64:47:58;1.155272;2.40e-16;J1117-6447;J1117-6447;*;*;*;
490;11:19:14.3;-61:27:49.5;0.407963;4.02e-12;J1119-6127;J1119-6127;HE[gkc+07];*;*;
491;11:19:40.8;-79:36:30.3;2.280597;3.67e-15;B1118-79;J1119-7936;*;*;*;
492;11:20:22.4;-36:18:32.2;0.005550;*;J1120-3618;J1120-3618;*;*;*;
493;11:21:19.1;-54:44:05.5;0.535783;2.77e-15;B1119-54;J1121-5444;*;*;*;
494;11:23:15.6;-48:44:22.7;0.244838;6.54e-17;J1123-4844;J1123-4844;*;*;*;
495;11:23:41.7;-61:02:06.2;0.640234;6.46e-15;J1123-6102;J1123-6102;*;*;*;
496;11:23:55.5;-62:59:10.7;0.271434;5.25e-15;J1123-6259;J1123-6259;*;*;*;
497;11:23:52.2;-66:51:49.0;0.232976;2.75e-15;J1123-6651;J1123-6651;*;*;*;
498;11:24;-36:00;0.002410;*;J1124-3653;J1124-3653;HE;*;*;
499;11:24:56.4;-56:38:39.7;0.185560;9.00e-18;J1124-5638;J1124-5638;*;*;*;
500;11:24:39.0;-59:16:19;0.135477;7.53e-13;J1124-5916;J1124-5916;HE[hsp+03];*;*;
501;11:24:59.5;-64:21:17;0.479099;6.20e-16;J1124-6421;J1124-6421;*;*;*;
502;11:25:44.3;-58:25:16.8;0.003102;6.09e-20;J1125-5825;J1125-5825;HE;DD;76.4032;
503;11:25:55.2;-60:14:06.6;0.002630;4.01e-21;J1125-6014;J1125-6014;*;ELL1;8.7526;
504;11:25:59.8;+78:19:48.7;0.004202;6.96e-21;J1125+7819;J1125+7819;*;ELL1;15.3554;
505;11:26;-27:37;0.358161;*;J1126-27;J1126-27;RRAT;*;*;
506;11:26:18;-38:38;0.887550;*;J1126-38;J1126-38;*;*;*;
507;11:26:52.6;-60:54:39.9;0.202737;2.81e-16;B1124-60;J1126-6054;*;*;*;
508;11:26:21.6;-69:42:15.3;0.579416;3.30e-15;J1126-6942;J1126-6942;*;*;*;
509;11:28:46.7;-62:19:09;0.515984;1.10e-17;J1128-6219;J1128-6219;*;*;*;
510;11:29:21;-53:31;1.062880;*;J1129-53;J1129-53;RRAT;*;*;
511;11:30:16.3;-58:26:02.3;0.162323;1.59e-17;J1130-5826;J1130-5826;*;*;*;
512;11:30:10.4;-59:25:34.1;0.680984;9.52e-16;J1130-5925;J1130-5925;*;*;*;
513;11:30:31.9;-68:07:28.5;0.256353;4.60e-16;J1130-6807;J1130-6807;*;*;*;
514;11:32:33;-46:55:06;0.325400;*;J1132-46;J1132-46;*;*;*;
515;11:32:15.7;-56:27:28.9;0.175166;6.80e-17;J1132-5627;J1132-5627;*;*;*;
516;11:33:51.4;-62:50:50.6;1.022875;4.52e-16;B1131-62;J1133-6250;*;*;*;
517;11:35:56;-49:25:31;*;*;J1135-49;J1135-49;RRAT;*;*;
518;11:35;-60:55;0.114943;7.93e-14;J1135-6055;J1135-6055;NRAD;*;*;
519;11:36:03.2;+15:51:04.4;1.187913;3.73e-15;B1133+16;J1136+1551;*;*;*;
520;11:36:02.1;-55:25:08.3;0.364706;8.22e-15;B1133-55;J1136-5525;*;*;*;
521;11:37:32.0;-67:00:33.0;0.556216;7.17e-17;J1137-6700;J1137-6700;*;*;*;
522;11:38:21.6;-62:07:59.3;0.117564;1.25e-14;J1138-6207;J1138-6207;*;*;*;
523;11:41:25.6;-31:07:52.6;0.538432;1.96e-15;J1141-3107;J1141-3107;*;*;*;
524;11:41:42.7;-33:22:37.4;0.291468;4.63e-16;J1141-3322;J1141-3322;*;*;*;
525;11:41:07.0;-65:45:19.1;0.393899;4.31e-15;J1141-6545;J1141-6545;*;DD;0.1977;
526;11:42;+01:19;0.005070;*;J1142+0119;J1142+0119;*;BT;1.5800;
527;11:42:52.5;-62:30:03.9;0.558383;7.79e-17;J1142-6230;J1142-6230;*;*;*;
528;11:43:15.0;-51:58:39.8;0.675646;6.95e-16;J1143-5158;J1143-5158;*;*;*;
529;11:43:09.7;-55:36:04.5;0.685358;4.85e-16;J1143-5536;J1143-5536;*;*;*;
530;11:44:34.8;-61:46:49;0.987783;-3.81e-17;J1144-6146;J1144-6146;*;*;*;
531;11:44:02.1;-62:17:30.3;0.850665;3.08e-14;J1144-6217;J1144-6217;*;*;*;
532;11:46:07.7;-60:30:59.4;0.273372;1.79e-15;B1143-60;J1146-6030;*;*;*;
533;11:47;-66;0.003720;*;J1147-66;J1147-66;*;*;*;
534;11:48:28.5;-57:25:12.6;3.559937;1.11e-14;J1148-5725;J1148-5725;*;*;*;
535;11:48:37.8;-64:15:33;3.241029;2.70e-15;J1148-6415;J1148-6415;*;*;*;
536;11:51:56.8;-61:08:17.6;0.101633;1.03e-14;J1151-6108;J1151-6108;*;*;*;
537;11:52:10.0;-58:00:34;1.789829;1.28e-15;J1152-5800;J1152-5800;*;*;*;
538;11:52:53.8;-60:12:21;0.376570;6.69e-15;J1152-6012;J1152-6012;*;*;*;
